nr;Artikelid;Varnummer;Namn;Namn2;Prisinklmoms;Pant;Volymiml;PrisPerLiter;Saljstart;Utgått;Varugrupp;Typ;Stil;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;SortimentText;Ekologisk;Etiskt;EtisktEtikett;Koscher;RavarorBeskrivning
8767702;1003087;87677;Rhum Selection;Belize;599.00;;500.00;1198.00;2015-10-01;0;Rom;Mörk rom;;Flaska;;;Belize;Granqvist Beverage House AB;Granqvist Beverage House AB;;;45.00%;BS;Övrigt sortiment;0;0;;0;
9030001;1003356;90300;Sterhuis Astra;White;349.00;;750.00;465.33;2015-12-04;0;Vitt vin;;;Flaska;Natur;Western Cape;Sydafrika;Sterhuis;Vinobele AB;2009;;14.00%;TSE;Små partier;0;0;;0;Sauvignon blanc, chenin blanc och chardonnay.
803901;1003765;8039;Croft;10 Year Old Tawny Port;229.00;;750.00;305.33;2015-12-01;0;Aperitif och dessert;Portvin;Tawny;Flaska;Natur;Douro;Portugal;Croft;Spendrups Bryggeri AB;;;20.00%;BS;Övrigt sortiment;0;0;;0;Touriga nacional, touriga francesa, tinto cão, tinta roriz och tinta barroca.
7293001;1004022;72930;Rosso di Valtellina;;253.00;;750.00;337.33;2015-09-01;0;Rött vin;;;Flaska;;Lombardiet;Italien;Arpepe;Vinoliv Import AB;2014;;12.00%;BS;Övrigt sortiment;0;0;;0;
8013001;1004144;80130;Ancho Reyes;;478.00;;700.00;682.86;2015-10-01;0;Likör;Kryddlikör;;Flaska;;;Mexiko;Licorera Ancho Reyes;AliasSmith AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7581501;1004340;75815;Arbe Garbe;White;439.00;;750.00;585.33;2015-10-01;0;Vitt vin;;;Flaska;Naturkork;Kalifornien;USA;Arbe Garbe;Divine AB;2017;;14.00%;BS;Övrigt sortiment;0;0;;0;
7249201;1004436;72492;Escada;Touriga Nacional;89.00;;750.00;118.67;2015-10-01;0;Rött vin;Fruktigt & Smakrikt;;Flaska;;Lisboa;Portugal;DFJ Vinhos;Prime Wine Sweden AB;2017;;13.00%;FS;Ordinarie sortiment;0;0;;0;Touriga nacional.
642008;1004489;6420;Apothic Red;Winemaker's Blend;299.00;;3000.00;99.67;2015-10-01;0;Rött vin;Fruktigt & Smakrikt;;Box;Tryckknapp topp;Kalifornien;USA;Apothic Wines;Spendrups Bryggeri AB;2016;;13.50%;FS;Ordinarie sortiment;0;0;;0;
8773401;1004758;87734;Auchroisk;Selected by Berrys 18 Years;1449.00;;700.00;2070.00;2015-10-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1996;;50.90%;BS;Övrigt sortiment;0;0;;0;
8783401;1004802;87834;Dailuaine;Selected by Berrys 22 Years;1771.00;;700.00;2530.00;2015-10-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1992;;46.00%;BS;Övrigt sortiment;0;0;;0;
8794201;1004819;87942;North British;Single Grain Selected by Berrys 18 Years;1458.00;;700.00;2082.86;2015-10-01;0;Whisky;Grainwhisky;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1996;;56.80%;BS;Övrigt sortiment;0;0;;0;
7765901;1004847;77659;958 Santero;Cuvèe Extra Dry;89.00;;750.00;118.67;2015-10-01;0;Mousserande vin;Torrt vitt;;Flaska;;;Italien;Santero;Obrini Beverage Company AB;;;11.50%;BS;Övrigt sortiment;0;0;;0;
7496001;1005524;74960;Barbera del Monferrato;Livio Pavese;109.00;;750.00;145.33;2015-10-01;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Natur;Piemonte;Italien;Livio Pavese;Chris-Wine AB;2013;;13.50%;FS;Ordinarie sortiment;0;0;;0;Barbera.
7369501;1006124;73695;Primus Zitsa;;169.00;;750.00;225.33;2015-10-01;0;Vitt vin;;;Flaska;;Epirus;Grekland;Domaine Glinavos;O.Wines and Spirits AB;2013;;12.00%;BS;Övrigt sortiment;0;0;;0;
7389801;1006133;73898;Red Velvet;;170.00;;750.00;226.67;2015-10-01;0;Rött vin;;;Flaska;;;Grekland;Domaine Glinavos;O.Wines and Spirits AB;2013;;12.50%;BS;Övrigt sortiment;0;0;;0;
7728301;1006138;77283;Debina;;139.00;;750.00;185.33;2015-10-01;0;Mousserande vin;;;Flaska;;Epirus;Grekland;Domaine Glinavos;O.Wines and Spirits AB;2016;;12.00%;BS;Övrigt sortiment;0;0;;0;
7306101;1006148;73061;Allesverloren 1704;;95.00;;750.00;126.67;2015-10-01;0;Rött vin;;;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Allesverloren Wine Estate;janake wine group AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
8559101;1006209;85591;MACK by Mackmyra;;349.00;;700.00;498.57;2015-10-01;0;Whisky;Maltwhisky;;Flaska;Plast;;Sverige;Mackmyra Svensk Whisky AB;Mackmyra Svensk Whisky AB;;;40.00%;FS;Ordinarie sortiment;0;0;;0;
8948703;1006215;89487;Tingvalla;Amarillo;23.90;;330.00;72.42;2015-10-01;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;;Sverige;Tingvalla Hantverks AB;Tingvalla Hantverks AB;;;5.20%;BS;Övrigt sortiment;0;0;;0;Pale ale- och crystalmalt samt humle av sorterna amrillo och cascade.
556901;1006260;5569;Saint-Aubin Vieilles Vignes;Domaine Roux;259.00;;750.00;345.33;2015-12-01;0;Vitt vin;Fylligt & Smakrikt;;Flaska;Naturkork;Bourgogne;Frankrike;Domaine Roux;Ward Wines AB;2017;;13.00%;FS;Ordinarie sortiment;0;0;;0;Chardonnay.
556902;1006280;5569;Saint-Aubin Vieilles Vignes;Domaine Roux;135.00;;375.00;360.00;2015-12-01;0;Vitt vin;Fylligt & Smakrikt;;Flaska;Natur;Bourgogne;Frankrike;Domaine Roux;Ward Wines AB;2017;;13.00%;FS;Ordinarie sortiment;0;0;;0;Chardonnay.
7043601;1006376;70436;Saint-Aubin La Princée;Domaine Hubert Lamy;349.00;;750.00;465.33;2015-10-01;0;Vitt vin;;;Flaska;;Bourgogne;Frankrike;Domaine Hubert Lamy;Tryffelsvinet AB;2016;;13.00%;BS;Övrigt sortiment;0;0;;0;
7599401;1006380;75994;Los Frailes;Blanc de Trilogía;159.00;;750.00;212.00;2015-10-01;0;Vitt vin;;;Flaska;;Valencia;Spanien;Finca Los Frailes;Johan Lidby Vinhandel AB;2018;;13.50%;BS;Övrigt sortiment;1;0;;0;
7070701;1006383;70707;Korlat;Cabernet Sauvignon;222.00;;750.00;296.00;2015-10-01;0;Rött vin;;;Flaska;;Primorska;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2010;;14.50%;BS;Övrigt sortiment;0;0;;0;
7013901;1006386;70139;Korlat;Syrah;222.00;;750.00;296.00;2015-10-01;0;Rött vin;;;Flaska;;Primorska;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
7123901;1006389;71239;Ivan Dolac;Plavac Mali;237.00;;750.00;316.00;2015-10-01;0;Rött vin;;;Flaska;;Primorska;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2009;;14.00%;BS;Övrigt sortiment;1;0;;0;
7149901;1006434;71499;Ivan Dolac;Barrique Plavac Mali;249.00;;750.00;332.00;2015-10-01;0;Rött vin;;;Flaska;;Primorska;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2009;;14.00%;BS;Övrigt sortiment;1;0;;0;
7499101;1006437;74991;Los Frailes;Monastrell;119.00;;750.00;158.67;2015-10-01;0;Rött vin;;;Flaska;;Valencia;Spanien;Casa Los Frailes;Johan Lidby Vinhandel AB;2018;;13.50%;BS;Övrigt sortiment;1;0;;0;
8634001;1006804;86340;Glen Keith;Chapter 7 Bourbon Hogshead 17 Years;1172.00;;700.00;1674.29;2015-10-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;1997;;53.40%;BS;Övrigt sortiment;0;0;;0;
8624601;1007201;86246;Glenrothes;Chapter 7 Bourbon Hogshead 17 Years;1586.00;;700.00;2265.71;2015-10-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;1997;;54.50%;BS;Övrigt sortiment;0;0;;0;
8625701;1007214;86257;Chapter 7;Peatside Port Finish 6 Years;973.00;;700.00;1390.00;2015-10-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;2009;;46.00%;BS;Övrigt sortiment;0;0;;0;
8629901;1007224;86299;Braes of Glenlivet;Chapter 7 Bourbon Barrel 20 Years;1685.00;;700.00;2407.14;2015-10-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;1994;;50.40%;BS;Övrigt sortiment;0;0;;0;
7522001;1007307;75220;José Pariente;Cuvée Especial;289.00;;750.00;385.33;2015-10-01;0;Vitt vin;;;Flaska;Naturkork;Kastilien-León;Spanien;José Pariente;Lancel AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7522501;1007480;75225;Chateau Ste Michelle;Riesling;119.00;;750.00;158.67;2015-10-01;0;Vitt vin;;;Flaska;Skruvkapsyl;Washington State;USA;Chateau Ste Michelle;Vinunic AB;2016;;12.00%;BS;Övrigt sortiment;0;0;;0;Riesling.
7599801;1007535;75998;Cigarra Gran Passo;Touriga Nacional Cabernet Sauvignon;89.00;;750.00;118.67;2015-10-01;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Skruvkapsyl;Lisboa;Portugal;Casa Santos Lima;Giertz Vinimport AB;2016;;14.00%;FS;Ordinarie sortiment;0;0;;0;Touriga nacional och cabernet sauvignon.
551401;1007578;5514;Sancerre Les Roches;Domaine Vacheron;229.00;;750.00;305.33;2015-12-01;0;Vitt vin;Friskt & Fruktigt;;Flaska;Naturkork;Loiredalen;Frankrike;Domaine Vacheron;The WineAgency Sweden AB;2018;;14.00%;FS;Ordinarie sortiment;1;0;;0;Sauvignon blanc.
8719601;1007628;87196;Motörhead;Whisky;666.00;;700.00;951.43;2015-10-01;0;Whisky;Maltwhisky;;Flaska;;;Sverige;Mackmyra Svensk Whisky AB;Brands For Fans Sweden AB;;;40.00%;FS;Ordinarie sortiment;0;0;;0;Kornmalt.
7338101;1007644;73381;Côtes Du Rhône Villages;Terre d'Argile;181.00;;750.00;241.33;2015-10-01;0;Rött vin;;;Flaska;Naturkork;Rhonedalen;Frankrike;Domaine de la Janasse;Bristly Wine Agents AB;2014;;14.50%;BS;Övrigt sortiment;0;0;;0;
8213201;1007677;82132;Bloom;Premium London Dry Gin;449.00;;700.00;641.43;2015-10-01;0;Gin och Genever;Gin;;Flaska;;;Storbritannien;G&J Distillers;Hermansson & Co AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7289701;1007844;72897;Poggio Scalette;Chianti Classico;210.00;;750.00;280.00;2015-10-01;0;Rött vin;;;Flaska;;Toscana;Italien;Podere Poggio Scalette;Theis Vine AB;2013;;13.00%;BS;Övrigt sortiment;0;0;;0;
7317001;1007847;73170;Canua;Sforzato Di Valtellina;428.00;;750.00;570.67;2015-10-01;0;Rött vin;;;Flaska;;Lombardiet;Italien;Conti Sertoli Salis;Skrubbes Wines AB;2009;;15.00%;BS;Övrigt sortiment;0;0;;0;
8011601;1007954;80116;Opihr;Oriental Spiced Gin;449.00;;700.00;641.43;2015-10-01;0;Gin och Genever;Gin;;Flaska;;;Storbritannien;G&J Distillers;Hermansson & Co AB;;;42.50%;BS;Övrigt sortiment;0;0;;0;
7299301;1007984;72993;Domaine Bott-Geyl;Points Cardineaux Métiss;189.00;;750.00;252.00;2015-10-01;0;Vitt vin;;;Flaska;;Alsace;Frankrike;Domaine Bott-Geyl;Divine AB;2016;;12.50%;BS;Övrigt sortiment;1;0;;0;
7768001;1007995;77680;Brimoncourt;Extra Brut;535.00;;750.00;713.33;2015-10-01;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Brimoncourt;Skrubbes Wines AB;;;12.50%;BS;Övrigt sortiment;0;0;;0;
7140001;1008004;71400;Medolago Albani;Valcalepio Rosso Cabernet Sauvignon Merlot;131.00;;750.00;174.67;2015-10-01;0;Rött vin;;;Flaska;Naturkork;Lombardiet;Italien;Medolago Albani;Enrico Sverige AB;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
7775801;1008017;77758;Frassinelli;Valdobbiadene Prosecco Superiore Millesimato;161.00;;750.00;214.67;2015-10-01;0;Mousserande vin;Torrt vitt;;Flaska;Naturkork;Venetien;Italien;Azienda Agricola Frassinelli;Enrico Sverige AB;2014;;11.50%;BS;Övrigt sortiment;0;0;;0;
8716701;1008020;87167;Ragnarök Gin;;431.00;;700.00;615.71;2015-10-01;0;Gin och Genever;Gin;;Flaska;;;Sverige;Tevsjö Destilleri Järvsö AB;Tevsjö Destilleri i Järvsö AB;;;44.00%;BS;Övrigt sortiment;0;0;;0;Enbär, kummin, lingon och dill.
8964603;1008054;89646;Schöfferhofer;Hefeweizen;16.90;;330.00;51.21;2015-10-01;0;Öl;Veteöl;Hefeweizen;Flaska;;;Tyskland;Radeberger Gruppe KG;TOMP Beer Wine & Spirits AB;;;5.00%;BS;Övrigt sortiment;0;0;;0;
7570701;1008061;75707;Castelmare;Amarone della Valpolicella Classico;179.00;;750.00;238.67;2015-10-01;0;Rött vin;Kryddigt & Mustigt;;Flaska;Natur;Venetien;Italien;Cantina Valpolicella Negrar;Carovin AB;2016;;15.00%;FS;Ordinarie sortiment;0;0;;0;
7147901;1008083;71479;KooLooLoo;Cabernet Sauvignon Organic;239.00;;750.00;318.67;2015-10-01;0;Rött vin;;;Flaska;;Kalifornien;USA;KooLooLoo Vineyards;Wine Lounge Stockholm AB;2009;;14.10%;BS;Övrigt sortiment;1;0;;0;
8754001;1008086;87540;Ysabel Regina;;597.00;;700.00;852.86;2015-10-01;0;Armagnac och Brandy;Brandy;;Flaska;;;Spanien;Global Premium Brands;Fine Brands Sweden AB;;;42.00%;BS;Övrigt sortiment;0;0;;0;
7463201;1008113;74632;KooLooLoo;Old Vine Zinfandel Organic;239.00;;750.00;318.67;2015-10-01;0;Rött vin;;;Flaska;;Kalifornien;USA;KooLooLoo Vineyards;Wine Lounge Stockholm AB;2008;;14.60%;BS;Övrigt sortiment;1;0;;0;
7604001;1008166;76040;KooLooLoo;Chardonnay Organic;239.00;;750.00;318.67;2015-10-01;0;Vitt vin;;;Flaska;;Kalifornien;USA;KooLooLoo Vineyards;Wine Lounge Stockholm AB;2012;;13.50%;BS;Övrigt sortiment;1;0;;0;
7104701;1008210;71047;Revolution;Cabernet Sauvignon;294.00;;750.00;392.00;2015-10-01;0;Rött vin;;;Flaska;;Kalifornien;USA;Napa Wine Arts;Wine Lounge Stockholm AB;2011;;14.20%;BS;Övrigt sortiment;0;0;;0;
7406501;1008281;74065;Rumi;Napa Valley Red;365.00;;750.00;486.67;2015-10-01;0;Rött vin;;;Flaska;;Kalifornien;USA;RUMI Wine Company Napa;Wine Lounge Stockholm AB;2010;;14.10%;BS;Övrigt sortiment;0;0;;0;
7750901;1008421;77509;Avinyó;Blanc de Noirs Cava Brut Nature Reserva;195.00;;750.00;260.00;2015-10-01;0;Mousserande vin;Torrt vitt;;Flaska;;Cava;Spanien;Avinyó;Robert Rask Vinhandel;;;11.50%;BS;Övrigt sortiment;0;0;;0;
7378301;1008437;73783;Lavender Creek;;345.00;;750.00;460.00;2015-10-01;0;Rött vin;;;Flaska;;Kalifornien;USA;Napa Wine Arts;Wine Lounge Stockholm AB;2012;;13.90%;BS;Övrigt sortiment;0;0;;0;
7370001;1008467;73700;Lusthof;Pinotage;149.00;;750.00;198.67;2015-10-01;0;Rött vin;;;Flaska;;Western Cape;Sydafrika;Alexander Baron von Essen;Wine Lounge Stockholm AB;2013;;14.00%;BS;Övrigt sortiment;0;0;;0;
8899715;1008487;88997;Fuller's;Frontier;19.30;1.00;330.00;58.49;2015-10-01;0;Öl;Ljus lager;;Burk;;;Storbritannien;Fuller Smith & Turner;Arvid Nordquist Vin och Sprithandel;;;4.50%;BS;Övrigt sortiment;0;0;;0;
7618401;1008503;76184;Dufvenkrooks;Vinglögg;72.00;;750.00;96.00;2015-10-01;0;Glögg och Glühwein;;;Flaska;;;Sverige;Spirit of Sweden;Great Brands AB;;;10.00%;BS;Övrigt sortiment;0;0;;0;
7483001;1008506;74830;Muratie;Ansela van de Caab;199.00;;750.00;265.33;2015-10-01;0;Rött vin;;;Flaska;;Western Cape;Sydafrika;Muratie;Wine Lounge Stockholm AB;2012;;14.50%;BS;Övrigt sortiment;0;0;;0;
8848701;1008522;88487;Herrljunga Cider;Ginger Lemon;18.50;;500.00;37.00;2015-10-01;0;Cider;Söt;;Flaska;;;Sverige;Herrljunga Cider AB;Great Brands AB;;;4.00%;BS;Övrigt sortiment;0;0;;0;
7190601;1008535;71906;Domaine de Calet;Chardonnay;127.00;;750.00;169.33;2015-10-01;0;Vitt vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Domaine de Calet;Buteljholmen AB;2013;;13.00%;BS;Övrigt sortiment;1;0;;0;
8598101;1008709;85981;anCnoc;18 Years;899.00;;700.00;1284.29;2015-10-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;The Knockdhu Distillery;TOMP Beer Wine & Spirits AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
8722401;1008873;87224;Xta;;399.00;;700.00;570.00;2015-10-01;0;Likör;Kryddlikör;;Flaska;;;Mexiko;Casa D'aristi;AliasSmith AB;;;35.00%;BS;Övrigt sortiment;0;0;;0;
8724201;1008883;87242;Huana;;419.00;;700.00;598.57;2015-10-01;0;Likör;Annan likör;;Flaska;;;Mexiko;Casa D'aristi;AliasSmith AB;;;30.00%;BS;Övrigt sortiment;0;0;;0;
8790701;1008886;87907;Kalani;;419.00;;700.00;598.57;2015-10-01;0;Likör;Annan likör;;Flaska;;;Mexiko;Casa D'aristi;AliasSmith AB;;;30.00%;BS;Övrigt sortiment;0;0;;0;
7446101;1008900;74461;Preuss Wine Collection;Cabernet Sauvignon Merlot Melnik;115.00;;750.00;153.33;2015-10-01;0;Rött vin;;;Flaska;;Trakien;Bulgarien;Damiannitza AD;Preuss International AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
7932202;1008921;79322;Mizzon;Passito Bianco;299.00;;500.00;598.00;2015-10-01;0;Vitt vin;Sött;;Flaska;Naturkork;Venetien;Italien;Mizzon di Perusi Nicola;Vino Conoscenza AB;2012;;14.00%;BS;Övrigt sortiment;0;0;;0;
7388201;1008924;73882;Mizzon;Valpolicella Ripasso Classico Superiore;229.00;;750.00;305.33;2015-10-01;0;Rött vin;;;Flaska;Naturkork;Venetien;Italien;Mizzon di Perusi Nicola;Vino Conoscenza AB;2013;;14.00%;BS;Övrigt sortiment;0;0;;0;
7431501;1008953;74315;Macho Man;Monastrell;210.00;;750.00;280.00;2015-10-01;0;Rött vin;;;Flaska;;Murcia;Spanien;Casa Rojo;Vivona AB;2013;;14.00%;BS;Övrigt sortiment;0;0;;0;
7279109;1008977;72791;Montirius Lådan;;483.00;;2250.00;214.67;2015-10-01;0;Rött vin;;;3 fl à 750 ml;;;Frankrike;Domaine Montirius;TM Kvalitetsviner AB;;;13.50%;BS;Övrigt sortiment;1;0;;0;
8223801;10091;82238;Sancerre;l'Ancienne Vigne;234.00;;750.00;312.00;1996-03-01;0;Vitt vin;;;Flaska;;Loiredalen;Frankrike;Fournier Père & Fils;Carovin AB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
7105801;1009117;71058;Cinclus SC;;147.00;;750.00;196.00;2015-10-01;0;Vitt vin;;;Flaska;;;Spanien;DG Viticultors;Vivona AB;2011;;13.50%;BS;Övrigt sortiment;0;0;;0;
7735201;1009158;77352;DG Viticultors;Cava Brut Reserva Chardonnay;171.00;;750.00;228.00;2015-10-01;0;Mousserande vin;Torrt vitt;;Flaska;;Cava;Spanien;DG Viticultors;Vivona AB;2012;;12.50%;BS;Övrigt sortiment;0;0;;0;
8847001;1009183;88470;Criminally Bad Elf;;47.90;;500.00;95.80;2015-10-01;0;Öl;Ale brittisk-amerikansk stil;Barley wine;Flaska;;England;Storbritannien;Ridgeway Brewing;AB Wicked Wine Sweden;;;10.50%;BS;Övrigt sortiment;0;0;;0;
8869103;1009193;88691;Insanely Bad Elf;;35.80;;330.00;108.49;2015-10-01;0;Öl;Ale brittisk-amerikansk stil;Barley wine;Flaska;;England;Storbritannien;Ridgeway Brewing;AB Wicked Wine Sweden;;;11.20%;BS;Övrigt sortiment;0;0;;0;
7902701;1009203;79027;Le Cadran de Fombrauge;;279.00;;750.00;372.00;2015-10-01;0;Rött vin;;;Flaska;;Bordeaux;Frankrike;Bernard Magrez;AB Wicked Wine Sweden;2011;;14.00%;BS;Övrigt sortiment;0;0;;0;
7914401;1009252;79144;Si Mon Père Savait;;179.00;;750.00;238.67;2015-10-01;0;Rött vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Bernard Magrez;AB Wicked Wine Sweden;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7906401;1009306;79064;Von Winning;Sauvignon Blanc 2 Trocken;159.00;;750.00;212.00;2015-11-02;0;Vitt vin;;;Flaska;;Pfalz;Tyskland;Von Winning;Intermondi AB;2016;;12.00%;BS;Övrigt sortiment;0;0;;0;
8525501;1009685;85255;The English Whisky Co;Clydesdale Sassicaia Cask;935.00;;700.00;1335.71;2015-11-02;0;Whisky;Maltwhisky;;Flaska;;;Storbritannien;The English Whisky Co;Clydesdale AB;2007;;57.10%;BS;Övrigt sortiment;0;0;;0;
15401;1009703;154;Explorer Vodka;;202.00;1.00;700.00;288.57;2016-02-24;0;Vodka och Brännvin;Vodka;;PET-flaska;;;Internationellt märke;Altia Sweden AB;Altia Sweden AB;;;37.50%;FS;Ordinarie sortiment;0;0;;0;Vete.
11001;1009731;110;Explorer Vodka;Jordgubb Lime;211.00;1.00;700.00;301.43;2016-03-01;0;Smaksatt sprit;Smaksatt vodka;;PET-flaska;;;Internationellt märke;Altia;Altia Sweden AB;;;37.50%;FS;Ordinarie sortiment;0;0;;0;Spannmål.
3068703;1009794;30687;Költur That's What She Said;Amber Ale;25.90;;330.00;78.49;2015-11-02;0;Öl;Ale brittisk-amerikansk stil;Amber ale;Flaska;;Stockholms län;Sverige;Brewing Költur;Brewing Költur AB;;;5.60%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
7642001;1009797;76420;Barolo;Villaforte;189.00;;750.00;252.00;2015-11-02;0;Rött vin;Stramt & Nyanserat;;Flaska;Natur;Piemonte;Italien;Mare Magnum;Oenoforos AB;2014;;14.00%;FS;Ordinarie sortiment;0;0;;0;Nebbiolo.
7913606;1009825;79136;Masi Costasera;Amarone Classico Riserva;1049.00;;1500.00;699.33;2015-12-01;0;Rött vin;;;Magnum;;Venetien;Italien;Masi Agricola Spa;Vinunic AB;2006;;15.50%;BS;Övrigt sortiment;0;0;;0;
3069303;1009972;30693;Rådanäs Ekologiska Pilsner;;24.90;;330.00;75.46;2015-11-02;0;Öl;Ljus lager;Pilsner - tysk stil;Flaska;;Västra Götalands län;Sverige;Rådanäs Bryggeri AB;Rådanäs Bryggeri AB;;;4.70%;TSLS;Lokalt och småskaligt;1;0;;0;Korn- och vetemalt smat humle.
3069701;1010158;30697;Helsinge;Porter;41.80;;500.00;83.60;2015-11-02;0;Öl;Porter och stout;Imperial porter och stout;Flaska;;Gävleborgs län;Sverige;Helsinge Ångbryggeri HB;Svensk Cater AB;2015;;7.00%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
7001201;10104356;70012;Prüm Blue;Riesling Kabinett Trocken;159.00;;750.00;212.00;2018-01-15;0;Vitt vin;;;Flaska;;Mosel;Tyskland;S.A. Prüm;Spendrups Bryggeri AB;2016;;11.50%;BS;Övrigt sortiment;0;0;;0;
7341301;10104358;73413;Chianti;Castelsina Riserva;109.00;;750.00;145.33;2018-01-15;0;Rött vin;Kryddigt & Mustigt;;Flaska;Natur;Toscana;Italien;Cantina Senesi Aretini;Fields Wine Company AB;2015;;13.50%;FS;Ordinarie sortiment;0;0;;0;Sangiovese.
7614106;10104359;76141;AIX;Rosé;289.00;;1500.00;192.67;2018-01-15;0;Rosévin;;;Magnum;;Provence;Frankrike;SRL Maison Saint Aix;We & Wine AB;2017;;13.00%;BS;Övrigt sortiment;0;0;;0;
7341701;10104360;73417;Ferra;Soave Classico;149.00;;750.00;198.67;2018-01-15;0;Vitt vin;;;Flaska;;Venetien;Italien;Guerrieri Rizzardi;Sigva AB;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
7344601;10104362;73446;Chateau Maucoil;Côtes du Rhône Villages Blanc;156.00;;750.00;208.00;2018-01-16;0;Vitt vin;;;Flaska;;Rhonedalen;Frankrike;Ch. Maucoil;Carovin AB;2016;;12.50%;BS;Övrigt sortiment;1;0;;0;
7154601;10104363;71546;Chateau Maucoil;Côtes du Rhône Villages Rouge;156.00;;750.00;208.00;2018-01-16;0;Rött vin;;;Flaska;;Rhonedalen;Frankrike;Ch. Maucoil;Carovin AB;2014;;13.50%;BS;Övrigt sortiment;1;0;;0;
7029409;10104364;70294;Bristlylådan 11;;852.00;;4500.00;189.33;2018-01-15;0;Blandlådor vin;;;6 fl à 750 ml;;;Varierande ursprung;Fler Producenter;Bristly Wine Agents AB;;;13.50%;BS;Övrigt sortiment;1;0;;0;
7663908;10104365;76639;Blue de Mer;Bernard Magrez;812.00;;3000.00;270.67;2018-01-16;0;Rosévin;;;Flaska;;Languedoc-Roussillon;Frankrike;Bernard Magrez;Skrubbes Wines AB;2016;;12.50%;BS;Övrigt sortiment;0;0;;0;
8744003;10104538;87440;Brewify;Red IPA;28.40;;330.00;86.06;2018-01-22;0;Öl;Ale brittisk-amerikansk stil;Imperial/Dubbel IPA;Flaska;;Stockholms län;Sverige;Brewify AB;Brewify AB;;;7.30%;TSLS;Lokalt och småskaligt;0;0;;0;Pale ale-, cara pils-, münich-, cara- och chocolatemalt samt humle av sorterna warrior och simcoe.
7270101;10104541;72701;Lioco;Chardonnay;229.00;;750.00;305.33;2018-01-17;0;Vitt vin;;;Flaska;;Kalifornien;USA;Lioco;Handpicked Wines Sweden AB;2016;;13.50%;BS;Övrigt sortiment;0;0;;0;
7340301;10104542;73403;Lioco;Laguna Pinot Noir;395.00;;750.00;526.67;2018-01-17;0;Rött vin;;;Flaska;;Kalifornien;USA;Lioco;Handpicked Wines Sweden AB;2015;;13.00%;BS;Övrigt sortiment;0;0;;0;
7652901;10104543;76529;Lioco;Sativa Carignan;339.00;;750.00;452.00;2018-01-17;0;Rött vin;;;Flaska;;Kalifornien;USA;Lioco;Handpicked Wines Sweden AB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
7478901;10104546;74789;Farmers Market;Organic;79.00;;750.00;105.33;2018-01-22;0;Rött vin;Kryddigt & Mustigt;;Flaska;;;Italien;Winepartners Nordic AB;Winepartners Nordic AB;;;14.00%;FS;Ordinarie sortiment;1;0;;0;Huvudsakligen negroamaro och primitivo.
8063801;10104547;80638;Stay;Espresso Martini Shot;199.00;;700.00;284.29;2018-01-22;0;Likör;Annan likör;;Flaska;;;Danmark;Spritfabriken Danmark;Spivi AB;;;16.40%;BS;Övrigt sortiment;0;0;;0;
