"","Artikelid","Namn","Namn2","Prisinklmoms","Volymiml","PrisPerLiter","Varugrupp","Typ","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Argang","Alkoholhalt","Ekologisk","Etiskt","EtisktEtikett","Koscher","RavarorBeskrivning","APK"
"2808",14668551,"Ricossa","Barbera",99,750,132,"Rött vin","","Flaska","","Piemonte","Italien","MGM Mondo del Vino",2016,"13.00%",0,0,"",0,"",0.0984848484848485
"2809",14668553,"Truffle Hunter","Leda Dolcetto d´Alba",156,750,208,"Rött vin","","Flaska","","Piemonte","Italien","Agricola Bosio srl",2017,"13.00%",0,0,"",0,"",0.0625
"2810",14668622,"Sanpansè","Barbera d’Asti",119,750,158.67,"Rött vin","Fruktigt & Smakrikt","Flaska","","Piemonte","Italien","Fratelli Rovero",2016,"14.00%",1,0,"",0,"Barbera.",0.0882334404739396
"2811",14668764,"Piemonte","Rosso Biologico",129,750,172,"Rött vin","Fruktigt & Smakrikt","Flaska","Naturkork","Piemonte","Italien","San Silvestro",2017,"14.00%",1,0,"",0,"",0.0813953488372093
"2812",14668951,"Bourgogne Chardonnay","Levert Frères",99,750,132,"Vitt vin","Friskt & Fruktigt","Flaska","","Bourgogne","Frankrike","Levert Frères",2017,"12.50%",0,0,"",0,"Chardonnay.",0.0946969696969697
"2813",14673872,"Pouilly-Fuissé","La Reine Pédauque",239,750,318.67,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Reine Pédauque",2016,"13.00%",0,0,"",0,"",0.0407945523582389
"2814",14673873,"Bourgogne","Chardonnay",139,750,185.33,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Reine Pédauque",2016,"13.00%",0,0,"",0,"",0.0701451464954406
"2815",14673881,"Pommard","",459,750,612,"Rött vin","","Flaska","","Bourgogne","Frankrike","Reine Pédauque",2015,"13.00%",0,0,"",0,"",0.0212418300653595
"2816",14673882,"Chablis Premier Cru Fourchaume","Séguinot-Bordet",325,750,433.33,"Vitt vin","","Flaska","Naturkork","Bourgogne","Frankrike","Domaine Séguinet-Bordet",2016,"13.00%",0,0,"",0,"",0.0300002307710059
"2817",14673885,"Chardonnay","S Edition",225,750,300,"Vitt vin","","Flaska","","","Serbien","Vinarija Kovacevic",2013,"13.50%",0,0,"",0,"",0.045
"2818",14673890,"Montirius","Minéral",289,750,385.33,"Vitt vin","","Flaska","","Rhonedalen","Frankrike","Domaine Montirius",2014,"12.50%",1,0,"",0,"",0.0324397269872577
"2819",14681567,"Hermitage La Chapelle","Paul Jaboulet Ainé",1999,750,2665.33,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Paul Jaboulet Ainé",2016,"13.50%",1,0,"",0,"",0.00506503885072393
"2820",14681573,"Hermitage","La Maison Bleue",589,750,785.33,"Rött vin","Stramt & Nyanserat","Flaska","","Rhonedalen","Frankrike","Paul Jaboulet Ainé",2016,"14.00%",1,0,"",0,"Syrah.",0.0178269007932971
"2821",14681581,"Meursault","Vieilles Vignes",525,750,700,"Vitt vin","","Flaska","Naturkork","Bourgogne","Frankrike","Buisson-Charles",2016,"13.50%",0,0,"",0,"Chardonnay.",0.0192857142857143
"2822",14681597,"Perelada Cava","Stars Brut Organic",109,750,145.33,"Mousserande vin","Torrt vitt","Flaska","Champagnekork-natur","Cava","Spanien","Castillo de Perelada",2017,"11.50%",1,0,"",0,"",0.0791302552810844
"2823",14681599,"Guigal","Condrieu",429,750,572,"Vitt vin","","Flaska","Naturkork","Rhonedalen","Frankrike","E Guigal",2016,"13.50%",0,0,"",0,"",0.0236013986013986
"2824",14681600,"Castello di Brolio","Chianti Classico",369,750,492,"Rött vin","","Flaska","Naturkork","Toscana","Italien","Barone Ricasoli",2015,"14.00%",0,0,"",0,"",0.0284552845528455
"2825",14681603,"Canebbio Langhe Nebbiolo","Cagliero",225,750,300,"Rött vin","","Flaska","","Piemonte","Italien","Cagliero",2013,"13.50%",0,0,"",0,"",0.045
"2826",14681625,"L'Altru Biancu","Yves Leccia",259,750,345.33,"Vitt vin","","Flaska","","Korsika","Frankrike","EARL Yves LECCIA",2016,"13.50%",0,0,"",0,"Biancu gentile.",0.0390930414386239
"2827",14689,"Riesling","",189,750,252,"Vitt vin","","Flaska","Skruvkapsyl","Alsace","Frankrike","Domaine Paul Blanck",2016,"12.00%",0,0,"",0,"",0.0476190476190476
"2828",1469994,"Novas Gran Reserva","Cabernet Sauvignon Malbec",59,375,157.33,"Rött vin","Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Valle Central","Chile","Viñedos Emiliana",2017,"14.00%",1,0,"",0,"70% cabernet sauvignon och 30% malbec.",0.088984936121528
"2829",1470158,"Novas Gran Reserva","Cabernet Sauvignon Malbec",99,750,132,"Rött vin","Fruktigt & Smakrikt","Flaska","Natur","Valle Central","Chile","Viñedos Emiliana",2017,"14.00%",1,0,"",0,"70% cabernet sauvignon och 30% malbec.",0.106060606060606
"2830",1470222,"Spy Valley","Iced Sauvignon Blanc",119,375,317.33,"Vitt vin","Sött","Flaska","","Marlborough","Nya Zeeland","Spy Valley Wines",NA,"10.00%",0,0,"",0,"",0.0315129360602527
"2831",1470323,"BonBon","Rosé",159,750,212,"Rosévin","","Flaska","","Provence","Frankrike","Domaine Sainte Lucie",2017,"13.00%",0,0,"",0,"",0.0613207547169811
"2832",1470324,"Newport","Sauvignon Blanc",79,750,105.33,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Marlborough","Nya Zeeland","Iconic Wines",2017,"12.50%",0,0,"",0,"Sauvignon blanc.",0.118674641602582
"2833",1470325,"André Clouet","Dream Vintage",459,750,612,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","André Clouet",2009,"12.00%",0,0,"",0,"",0.0196078431372549
"2834",1470327,"Ecoltura","Appassimento",99,750,132,"Rött vin","Kryddigt & Mustigt","Flaska","","Apulien","Italien","Domaine Wines Sweden AB",2018,"14.50%",1,0,"",0,"",0.109848484848485
"2835",1470328,"No1 by Ulf Wagner","Riesling von den Terrassen",185,750,246.67,"Vitt vin","","Flaska","","Niederösterreich","Österrike","Sepp Moser",2018,"13.00%",1,0,"",0,"",0.0527019905136417
"2836",1470329,"Nicolas Jay","Willamette Valley Pinot Noir",649,750,865.33,"Rött vin","","Flaska","","Oregon","USA","Domaine Nicolas-Jay",2014,"13.50%",0,0,"",0,"",0.0156009845954722
"2837",1470330,"Grand Mayne","Merlot Cabarnet",105,750,140,"Rött vin","","Flaska","","Frankrike sydväst","Frankrike","Domaine du Grand Mayne",2014,"13.00%",0,0,"",0,"",0.0928571428571429
"2838",14719,"Königsmosel","Riesling",199,3000,66.33,"Vitt vin","Druvigt & Blommigt","Box","Vingtapp","Mosel","Tyskland","Ewald Theod Drathen",2018,"8.50%",0,0,"",0,"Riesling.",0.128147143072516
"2839",14719938,"Lapostolle","Cuvée Alexandre Merlot",239,750,318.67,"Rött vin","Fruktigt & Smakrikt","Flaska","","Valle Central","Chile","Lapostolle",2012,"14.50%",0,0,"",0,"95% merlot och 5% syrah.",0.0455016160918819
"2840",14719944,"Rocca dei Forti","Spumante Biologico Brut",139,750,185.33,"Mousserande vin","Torrt vitt","Flaska","Champagnekork-natur","","Italien","Togni Spa",NA,"11.50%",1,0,"",0,"",0.0620514757459667
"2841",14719946,"Initia","Crémant de Loire Brut Michel Gendrier",299,750,398.67,"Mousserande vin","Torrt vitt","Flaska","","Loiredalen","Frankrike","Domaine Huards",NA,"12.50%",1,0,"",0,"",0.0313542528908621
"2842",14719947,"Caprasia","Cava Brut Nature Reserva",179,750,238.67,"Mousserande vin","Torrt vitt","Flaska","","Cava","Spanien","Bodegas Vegalfaro",NA,"11.50%",1,0,"",0,"",0.0481836845854108
"2843",14719948,"Tierra","Crianza Rioja Alavesa",209,750,278.67,"Rött vin","","Flaska","","Rioja","Spanien","Bodegas Tierra",2015,"14.00%",0,0,"",0,"",0.0502386335091685
"2844",14719949,"Prosecco","Italiano",99,750,132,"Mousserande vin","Torrt vitt","Flaska","","Venetien","Italien","Pasqua Vigneti e Cantine SpA",NA,"11.00%",0,0,"",0,"",0.0833333333333333
"2845",14719950,"Luzhou Laojiao","Erqu Baijiu",271,500,542,"Vodka och Brännvin","Brännvin","Flaska","","","Folkrepubliken Kina","Luzhou Laojiao International Development Co.Ltd.",NA,"38.00%",0,0,"",0,"",0.0701107011070111
"2846",14719951,"Luzhou Laojiao","National Cellar Baijiu",1593,500,3186,"Vodka och Brännvin","Brännvin","Flaska","","","Folkrepubliken Kina","Luzhou Laojiao International Development Co.Ltd.",NA,"52.00%",0,0,"",0,"",0.0163214061519146
"2847",14719952,"Luzhou Laojiao","Touqu Baijiu",410,500,820,"Vodka och Brännvin","Brännvin","Flaska","","","Folkrepubliken Kina","Luzhou Laojiao International Development Co.Ltd.",NA,"52.00%",0,0,"",0,"",0.0634146341463415
"2848",14719953,"Luzhou Laojiao","Erqu Baijiu",322,500,644,"Vodka och Brännvin","Brännvin","Flaska","","","Folkrepubliken Kina","Luzhou Laojiao International Development Co.Ltd.",NA,"52.00%",0,0,"",0,"",0.0807453416149068
"2849",14719954,"Luzhou Laojiao","Tequ Baijiu",653,500,1306,"Vodka och Brännvin","Brännvin","Flaska","","","Folkrepubliken Kina","Luzhou Laojiao International Development Co.Ltd.",NA,"52.00%",0,0,"",0,"",0.0398162327718224
"2850",14719955,"Beijing Red Star","Erguotou Classic Baijou",364,500,728,"Vodka och Brännvin","Brännvin","Flaska","","","Folkrepubliken Kina","Beijing Red Star",NA,"56.00%",0,0,"",0,"",0.0769230769230769
"2851",14719956,"Beijing Red Star","Erguotou Baijiu 8 Years",388,500,776,"Vodka och Brännvin","Brännvin","Flaska","","","Folkrepubliken Kina","Beijing Red Star",NA,"53.00%",0,0,"",0,"",0.0682989690721649
"2852",14719960,"JT Château de Nages","Famille Gassier",199,750,265.33,"Rött vin","","Flaska","Naturkork","Rhonedalen","Frankrike","Gassier",2014,"14.50%",1,0,"",0,"95% syrah och 5% mourvèdre.",0.0546489277503486
"2853",14719996,"Réserve de la Comtesse","Pauillac",595,750,793.33,"Rött vin","","Flaska","","Bordeaux","Frankrike","Château Pichon Longueville Comtesse de Lalande",2015,"13.50%",0,0,"",0,"",0.0170168782221774
"2854",14720029,"Crozes Hermitage","Alain Graillot",239,750,318.67,"Rött vin","Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen","Frankrike","Alain Graillot",2016,"13.00%",0,0,"",0,"Syrah.",0.0407945523582389
"2855",14720132,"Wolf Blass Yellow Label","Sauvignon Blanc",79,750,105.33,"Vitt vin","Friskt & Fruktigt","Flaska","","South Australia","Australien","Wolf Blass",2018,"12.50%",0,0,"",0,"Sauvignon blanc.",0.118674641602582
"2856",14720194,"Q","Malbec",89,750,118.67,"Rött vin","Fruktigt & Smakrikt","Flaska","","South Eastern Australia","Australien","Quarisa Wines",2017,"14.00%",0,0,"",0,"Malbec.",0.117974214207466
"2857",14720217,"Tajna","Blanc Bongiraud",345,750,460,"Vitt vin","","Flaska","","","Serbien","Francuska Vinarija",2015,"13.50%",0,0,"",0,"",0.0293478260869565
"2858",14720218,"Obecanje","Vieilles Vignes",215,750,286.67,"Rött vin","","Flaska","","","Serbien","Francuska Vinarija",2013,"14.00%",0,0,"",0,"",0.0488366414344019
"2859",14720219,"Exit","Rosé",135,750,180,"Rosévin","","Flaska","","Frankrike sydväst","Frankrike","Les Vignerons de Buzet",2017,"13.00%",1,0,"",0,"",0.0722222222222222
"2860",14720220,"Boever et Fils","3 Filles de Caractère",599,750,798.67,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Pierre Boever et Fils",NA,"12.00%",0,0,"",0,"",0.0150249790276334
"2861",14720222,"Tajna","Rouge Bongiraud",325,750,433.33,"Rött vin","","Flaska","","","Serbien","Francuska Vinarija",2011,"14.50%",0,0,"",0,"",0.0334617958599682
"2862",14720223,"Château Vieux Mougnac","Blanc Moelleux",250,750,333.33,"Vitt vin","Sött","Flaska","","Bordeaux","Frankrike","Château Vieux Mougnac",2014,"11.50%",1,0,"",0,"",0.03450034500345
"2863",14720224,"Arregi","",140,750,186.67,"Vitt vin","","Flaska","","Baskien","Spanien","Alejandro Arregui Mendizabal",2018,"11.50%",0,0,"",0,"",0.0616060427492366
"2864",14720225,"Château Vieux Mougnac","Blanc Sec",235,750,313.33,"Vitt vin","","Flaska","","Bordeaux","Frankrike","Château Vieux Mougnac",2016,"12.50%",1,0,"",0,"",0.0398940414259726
"2865",14720226,"Akaregi","Txiki",135,750,180,"Vitt vin","","Flaska","","Baskien","Spanien","Lasalde Elkartea S.C.",2017,"11.50%",0,0,"",0,"",0.0638888888888889
"2866",14720227,"San Francesco","Cirò",109,750,145.33,"Vitt vin","","Flaska","","Kalabrien","Italien","Fattoria San Francisco",2017,"12.50%",0,0,"",0,"",0.086011147044657
"2867",14720228,"San Francesco","Cirò",109,750,145.33,"Rött vin","","Flaska","","Kalabrien","Italien","Fattoria San Francisco",2017,"13.00%",0,0,"",0,"",0.0894515929264433
"2868",14739390,"Veuve Clicquot","Extra Brut Extra Old",699,750,932,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Veuve Clicquot",NA,"12.00%",0,0,"",0,"",0.0128755364806867
"2869",14772002,"MV Bonarda","",79,750,105.33,"Rött vin","Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Cuyo","Argentina","Mendoza Vineyards",2018,"14.00%",0,0,"",0,"Bonarda.",0.132915598594892
"2870",14772113,"L'esprit","",199,750,265.33,"Rött vin","","Flaska","","Bordeaux","Frankrike","Château de Lisennes",2010,"12.50%",0,0,"",0,"",0.0471111446123695
"2871",14772114,"Cuvée Maria","",515,750,686.67,"Rött vin","","Flaska","","Bordeaux","Frankrike","Château Vieux Mougnac",2009,"13.00%",0,0,"",0,"",0.0189319469322964
"2872",14772115,"Vondeling","Rosé",142,750,189.33,"Rosévin","","Flaska","","","Sydafrika","Vondeling",2017,"12.50%",0,0,"",0,"",0.0660222891248085
"2873",14772116,"Vondeling","Petit Rouge Merlot",142,750,189.33,"Rött vin","","Flaska","","Western Cape","Sydafrika","Vondeling",2017,"13.50%",0,0,"",0,"",0.0713040722547932
"2874",14772117,"Vondeling","Sauvignon Blanc",142,750,189.33,"Vitt vin","","Flaska","","Western Cape","Sydafrika","Vondeling",2018,"12.00%",0,0,"",0,"",0.0633813975598162
"2875",14772118,"Vondeling","Cabernet Sauvignon",186,750,248,"Rött vin","","Flaska","","Western Cape","Sydafrika","Vondeling",2016,"13.50%",0,0,"",0,"",0.0544354838709677
"2876",14772119,"Vondeling","Baldrick Shiraz",142,750,189.33,"Rött vin","","Flaska","","Western Cape","Sydafrika","Avondale",2016,"13.50%",0,0,"",0,"",0.0713040722547932
"2877",14772123,"Vondeling","Babiana",230,750,306.67,"Vitt vin","","Flaska","","Western Cape","Sydafrika","Vondeling",2017,"13.50%",0,0,"",0,"",0.0440212606384713
"2878",14772124,"Vondeling","Monsonia",259,750,345.33,"Rött vin","","Flaska","","Western Cape","Sydafrika","Vondeling",2015,"14.00%",0,0,"",0,"",0.0405409318622767
"2879",14797,"Penfolds Kalimna Bin 28","Shiraz",249,750,332,"Rött vin","Fruktigt & Smakrikt","Flaska","Natur","South Eastern Australia","Australien","Penfolds",2016,"14.50%",0,0,"",0,"Shiraz.",0.0436746987951807
"2880",14818,"Torres Gran Sangre de Toro","Reserva",55,375,146.67,"Rött vin","Kryddigt & Mustigt","Flaska","","Katalonien","Spanien","Miguel Torres",NA,"14.00%",0,0,"",0,"Garnacha, cariñena och syrah.",0.0954523760823618
"2881",1483,"Diamant","",79,750,105.33,"Vitt vin","Sött","Flaska","Skruvkapsyl","","Cypern","Altia",NA,"11.50%",0,0,"",0,"Xynisteri.",0.109180670274376
"2882",14847202,"Puligny-Montrachet","Les Nosroyes",469,750,625.33,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Domaine Génot-Boulanger",2016,"13.00%",0,0,"",0,"Chardonnay.",0.0207890233956471
"2883",14847204,"Garena","Txakolina",155,750,206.67,"Vitt vin","","Flaska","","Baskien","Spanien","GORKA IZAGIRRE",2017,"12.50%",0,0,"",0,"",0.0604828954371704
"2884",14847206,"Beldui","",140,750,186.67,"Vitt vin","","Flaska","","Baskien","Spanien","Beldio Txakolina S.L.",2017,"12.50%",0,0,"",0,"",0.0669630899448224
"2885",14847208,"Governao","Rosso Toscano",269,3000,89.67,"Rött vin","","Box","","Toscana","Italien","Taster Wines",NA,"13.50%",0,0,"",0,"",0.150552024088324
"2886",14847209,"Renato Ratti","Colombè Dolcetto",149,750,198.67,"Rött vin","","Flaska","Naturkork","Piemonte","Italien","Renato Ratti",2016,"12.50%",0,0,"",0,"",0.0629184074092717
"2887",14847210,"Domaine de la Graveirette","Côtes du Rhône",149,750,198.67,"Rött vin","","Flaska","Naturkork","Rhonedalen","Frankrike","Domaine de la Graveirette",2016,"14.50%",1,0,"",0,"",0.0729853525947551
"2888",14847211,"Domaine de la Graveirette","Châteauneuf du Pape rouge",295,750,393.33,"Rött vin","","Flaska","Naturkork","Rhonedalen","Frankrike","Domaine de la Graveirette",2015,"14.50%",1,0,"",0,"",0.0368647191925355
"2889",14847229,"Croix Canon","Saint-Emilion Grand Cru",399,750,532,"Rött vin","","Flaska","","Bordeaux","Frankrike","Chateau Canon",2012,"14.00%",0,0,"",0,"Merlot och cabernet franc.",0.0263157894736842
"2890",14847262,"Château Jean Faux","Sainte-Radegonde Bordeaux Supérieur",199,750,265.33,"Rött vin","Stramt & Nyanserat","Flaska","","Bordeaux","Frankrike","Château Jean Faux",2015,"15.00%",1,0,"",0,"Merlot och cabernet franc.",0.0565333735348434
"2891",14847286,"Rkatsiteli Qvevri","",118,750,157.33,"Vitt vin","Fylligt & Smakrikt","Flaska","Naturkork","Kakheti Region","Georgien","Askaneli Brother Ltd",2015,"13.00%",0,0,"",0,"Rkatsiteli.",0.0826288692557046
"2892",14850,"Chablis Grand Cru Les Clos","J M Brocard",699,750,932,"Vitt vin","","Flaska","Skruvkapsyl","Bourgogne","Frankrike","J M Brocard",2016,"13.00%",0,0,"",0,"",0.0139484978540773
"2893",14853445,"Ried Pfaffenberg Riesling Kabinett","Weingut Emmerich Knoll",219,750,292,"Vitt vin","","Flaska","","Niederösterreich","Österrike","Weingut Emmerich Knoll",2016,"13.00%",0,0,"",0,"Riesling.",0.0445205479452055
"2894",14853491,"Klein Constantia","Vin de Constance",546,500,1092,"Vitt vin","Sött","Flaska","","Western Cape","Sydafrika","Klein Constantia",2014,"14.00%",0,0,"",0,"",0.0128205128205128
"2895",14853499,"Pichler","Grüner Veltliner Ried Klostersatz Federspiel",239,750,318.67,"Vitt vin","Friskt & Fruktigt","Flaska","","Niederösterreich","Österrike","FX Pichler",2017,"12.50%",0,0,"",0,"Grüner veltliner.",0.0392255311136913
"2896",14868330,"Geoffroy","Expression Brut",329,750,438.67,"Mousserande vin","Torrt vitt","Flaska","Champagnekork-natur","Champagne","Frankrike","Geoffroy",NA,"12.50%",0,0,"",0,"50% pinot meunier, 40% pinot noir och 10% chardonnay.",0.028495224200424
"2897",14868331,"Leon Barral","Faugéres Jadis",369,750,492,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Domaine Leon Barral",2014,"14.00%",0,0,"",0,"",0.0284552845528455
"2898",14868332,"Les Cigales de Montirius","Côtes du Rhône",89,375,237.33,"Rosévin","","Flaska","","Rhonedalen","Frankrike","Domaine Montirius",2015,"13.00%",1,0,"",0,"",0.0547760502254245
"2899",14868333,"Pian dell'Orino","Piandorino",359,750,478.67,"Rött vin","","Flaska","","Toscana","Italien","Pian dell' Orino",2015,"13.00%",0,0,"",0,"",0.0271585852466208
"2900",14868334,"Ken Wright","Pinot Noir",299,750,398.67,"Rött vin","","Flaska","Naturkork","Oregon","USA","Ken Wright Cellars",2015,"13.50%",0,0,"",0,"",0.0338625931221311
"2901",14868337,"Sansoero","Piemonte Grignolino",159,750,212,"Rött vin","","Flaska","","Piemonte","Italien","Marchesi Alfieri",2017,"13.50%",0,0,"",0,"",0.0636792452830189
"2902",14868338,"Sostegno","Monferrato Rosso",155,750,206.67,"Rött vin","","Flaska","","Piemonte","Italien","Marchesi Alfieri",2017,"14.00%",0,0,"",0,"",0.0677408428896308
"2903",14868339,"Bodvár No 5 Rosé","",144,750,192,"Rosévin","","Flaska","Syntetkork","Provence","Frankrike","Bodvár House of Rosé",2017,"12.50%",0,0,"",0,"",0.0651041666666667
"2904",14868340,"Pierre Legras","Grand Cru Blanc de Blanc Brut",344,750,458.67,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Pierre Legras",NA,"12.00%",0,0,"",0,"",0.0261626005624959
"2905",14868343,"Giovanni Rosso","Langhe Nebbiolo",189,750,252,"Rött vin","","Flaska","Naturkork","Piemonte","Italien","Giovanni Rosso",2016,"13.50%",0,0,"",0,"",0.0535714285714286
"2906",14868344,"Barolo","Del Comune di Serralunga d'Alba Giovanni Rosso",349,750,465.33,"Rött vin","","Flaska","Naturkork","Piemonte","Italien","Giovanni Rosso",2014,"14.00%",0,0,"",0,"",0.0300861754024026
"2907",14868345,"Chablis Premier Cru Montmains","Bastion de L'Oratoire Chanson",289,750,385.33,"Vitt vin","","Flaska","Naturkork","Bourgogne","Frankrike","Chanson Père & Fils",2013,"12.50%",0,0,"",0,"",0.0324397269872577
"2908",14868347,"L’amour Sans Pareil","Cuvée Seléctionnée Yohan Adell",323,750,430.67,"Mousserande vin","Torrt vitt","Flaska","Champagnekork-natur","Champagne","Frankrike","Champagne Jean Diot",NA,"12.00%",0,0,"",0,"",0.0278635614275431
"2909",14868348,"MV - Mavroudi","Cabernet Sauvignon Merlot",165,750,220,"Rött vin","","Flaska","Naturkork","","Grekland","Nikolaidis Bros G.P",2015,"14.00%",0,0,"",0,"",0.0636363636363636
"2910",14868359,"Högberga","San",200,750,266.67,"Rött vin","Kryddigt & Mustigt","Flaska","","","EU","Högberga Vinfabrik AB",2014,"13.50%",0,0,"",0,"",0.0506243671954101
"2911",14868360,"Högberga","Lajla",200,750,266.67,"Rött vin","Fruktigt & Smakrikt","Flaska","","","EU","Högberga Vinfabrik AB",2015,"13.50%",0,0,"",0,"",0.0506243671954101
"2912",14868361,"Högberga","Arne",349,750,465.33,"Rött vin","Fruktigt & Smakrikt","Flaska","","","EU","Högberga Vinfabrik AB",2015,"14.00%",0,0,"",0,"",0.0300861754024026
"2913",14872,"Marie d'Alsace","",89,750,118.67,"Vitt vin","Druvigt & Blommigt","Flaska","Skruvkapsyl","Alsace","Frankrike","Jean Biecher",2017,"12.50%",1,0,"",0,"80% pinot blanc och 20% gewurztraminer.",0.105334119828095
